question	answers
無人島に漂着し、28年間に渡って自給自足の生活をする主人公を描いた、イギリスの作家デフォーの小説は何?	ロビンソン・クルーソー
ヘミングウェイが晩年に住んだ家が記念館として公開されている、アメリカ本土最南端に位置するフロリダ州の都市はどこ?	キーウェスト
佐野史郎演じる「冬彦さん」が話題となり社会現象にもなった、1992年に放送されたTBSのドラマは何?	ずっとあなたが好きだった
化粧品メーカー「資生堂」の名前の由来となった一節が登場する、中国の四書五経のひとつは何?	易経
太陽系の惑星で、地軸が公転面に対して98度も傾き、ほぼ横倒しという星は何?	天王星
インターネットや携帯電話などで、利用者が、契約事業者のサービスエリア外でもサービスを受けられることを何という?	ローミング
アップルコンピュータの設立当時のロゴマークでは、リンゴの木の下に座って本を読む姿が描かれていた、リンゴにゆかりの深いイギリスの科学者は誰?	アイザック・ニュートン
マヨネーズとケチャップを合わせて作るソースのことを、ある自然現象に見立てて何という?	オーロラソース
御坊家の御曹司・茶魔のハチャメチャな生活を描いた、小林よしのりの漫画は何?	おぼっちゃまくん
「子子子子子子子子子子子子」を何と読むかという問題を文人の小野篁に対して出したとされる、平安時代の天皇は誰?	嵯峨天皇
「ゴート札」と呼ばれる偽札造りの工場がある国を舞台にした、アニメ映画『ルパン三世』の作品といえば何?	ルパン三世 カリオストロの城
イギリスの全寮制男子校を舞台に、教師と生徒との交流を描いた、ジェームズ・ヒルトンの小説は何?	チップス先生さようなら
442個という注釈の多さも話題となった、1980年に発表された田中康夫のベストセラー小説は何?	なんとなく
形が楽器の琴に似ていることから、琴の名手にちなんだ名がつけられた、京都のお菓子は何?	八ツ橋
演劇で、舞台上の役者が相手無しで1人でしゃべるセリフのことを英語で何という?	モノローグ
祖父の蔵で古い碁盤を偶然見つけたことがきっかけで、囲碁に惹かれていく少年の姿を描いた、『週刊少年ジャンプ』に連載された囲碁漫画は何?	ヒカルの碁
著書『論理哲学論考』で、「語りえぬものについては、沈黙しなければならない」という有名な言葉を残した、オーストリアの哲学者は誰?	ルートヴィヒ・ウィトゲンシュタイン
「1人で楽しむカラオケ」を意味する「ヒトカラ」を商標登録している通信カラオケ会社は何?	エクシング
イヌ科の動物で最小といわれる、北アフリカやアラビア半島の砂漠で巣穴を掘って生息する動物は何?	フェネック
新体操で用いられる5つの道具は、クラブ、フープ、ボール、リボンと何?	ロープ
パリにあるエトワール凱旋門は、ナポレオンが何という戦いに勝利したことを記念して建てたもの?	アウステルリッツの戦い
ビタミン剤の「ポポンS」や鎮痛剤の「セデス」などの商品で知られる製薬会社は何?	塩野義製薬
鳴き声が犬に似ていることから名付けられた、北アメリカ大陸に生息するリス科の哺乳類は何?	プレーリードッグ
カヌーで、「ブレード」と呼ばれる水かきが両端についているパドルを使うのは、カヤックとカナディアンのどちら?	カヤック
毎年4月15日は「ヘリコプターの日」ですが、これは、ヘリコプターのアイデアをメモに残した、誰の誕生日にちなんだもの?	レオナルド・ダ・ヴィンチ
140と195、48と75などのように、1とそれ自身を除いた約数の和が互いに他方と等しくなるような1組の自然数を何という?	婚約数
1924年に開催された第1回冬季オリンピック大会のポスターに描かれた冬季競技は何?	ボブスレー
オリンピック3連覇を含む世界選手権12連覇という記録をうちたて、「霊長類最強の男」と呼ばれたロシアのレスリング選手は誰?	アレクサンドル・カレリン
皮を火にくべて、蚊を燻すのに使ったことから名づけられた、大分県が生産量日本一を誇る柑橘類は何?	カボス
精力的な慈善活動でも有名な、「アンジー」の愛称で呼ばれるハリウッド女優は誰?	アンジェリーナ・ジョリー
19世紀初頭にアメリカ大統領に就任し、ヨーロッパ・アメリカ両大陸の相互不干渉を主張した政治家は誰?	ジェームズ・モンロー
保湿効果に優れ、化粧品や健康食品に配合されたり、美容皮膚科でシワ取りなどにも使われている、ムコ多糖類のひとつは何?	ヒアルロン酸
サバンナの八木真澄の一発ギャグから芸名をつけた、歌手やファッションモデルとして活躍するアーティストは誰?	きゃりーぱみゅぱみゅ
マレーシア航空の旅客機の尾翼に描かれている、お正月でおなじみのおもちゃは何?	凧
映画『タイタニック』や『アバター』などでメガホンをとった映画監督は誰?	ジェームズ・キャメロン
